,state_abbr,year,Market.Share,Market.Value,Number.of.Adopters,Installed.Capacity,Annual.Generation
76,ND,2020,0.102379862,2823500.928,177.6326601,0.336747757,0.678673587
24,ND,2022,0.100506838,2829512.963,177.8021712,0.337561828,0.681001116
62,ND,2024,0.099689014,2838109.414,178.0511199,0.338748432,0.684387422
58,ND,2026,0.098896887,2846296.34,178.3185801,0.339882923,0.68767603
240,ND,2028,0.098190691,2856196.514,178.7154927,0.341234124,0.691699452
185,ND,2030,0.098156793,2899605.353,180.3234583,0.347392161,0.71467717
22,ND,2032,0.098295719,2950294.435,182.2507029,0.354717813,0.739534695
385,ND,2034,0.098474137,3002442.607,184.2565688,0.362412238,0.765851006
404,ND,2036,0.097875767,3061174.704,186.4667115,0.371305848,0.796718123
114,ND,2038,0.098223917,3124271.021,188.8007885,0.381109726,0.831018029
276,ND,2040,0.097313973,3232534.087,192.017718,0.398739768,0.890730854
243,NE,2014,0.211082527,10366289.2,645.2424923,1.222807886,2.463768987
245,NE,2016,0.206782781,10367912.85,645.2676439,1.22302267,2.464370012
86,NE,2018,0.202661142,10370027.17,645.3122777,1.223300781,2.465154654
402,NE,2020,0.198797944,10385601.59,645.6713293,1.225388479,2.471128102
372,NE,2022,0.195093556,10401695.57,646.0642444,1.227582416,2.47795047
389,NE,2024,0.193367659,10418581.57,646.506032,1.229918131,2.485257187
380,NE,2026,0.191723199,10441629.58,647.1127739,1.233176169,2.495445544
590,NE,2028,0.190191107,10474561.34,647.9976406,1.237926372,2.510153133
516,NE,2030,0.189837337,10622569.19,652.8371048,1.259161653,2.588700489
370,NE,2032,0.189624334,10781092.24,658.1426091,1.282350192,2.66786694
55,NE,2034,0.189451749,10936146.24,663.5761167,1.305395688,2.746499726
75,NE,2036,0.18780435,11103880.07,669.7660234,1.33069709,2.832511079
444,NE,2038,0.187907133,11272068.43,676.1159052,1.356560805,2.91936025
623,NE,2040,0.184996108,11461286.69,683.313533,1.386298139,3.018285174
134,NH,2014,0.067281148,3701145.838,201.2772748,0.381429238,0.768503629
137,NH,2016,0.065935525,3701145.838,201.2772748,0.381429238,0.768503629
196,NH,2018,0.065282698,3701145.838,201.2772748,0.381429238,0.768503629
643,NH,2020,0.064015073,3701145.838,201.2772748,0.381429238,0.768503629
622,NH,2022,0.064015073,3701145.838,201.2772748,0.381429238,0.768503629
672,NH,2024,0.064015073,3701145.838,201.2772748,0.381429238,0.768503629
668,NH,2026,0.063399543,3701145.838,201.2772748,0.381429238,0.768503629
494,NH,2028,0.064015073,3701145.838,201.2772748,0.381429238,0.768503629
443,NH,2030,0.064194078,3724618.672,201.8401065,0.384243396,0.774375593
621,NH,2032,0.064367336,3746883.423,202.3848659,0.386967194,0.780059012
319,NH,2034,0.064502352,3763886.893,202.8093862,0.389089795,0.784487988
290,NH,2036,0.064675971,3785314.514,203.3552807,0.391819268,0.790183249
518,NH,2038,0.064419013,3823077.752,204.5138297,0.396594845,0.800060039
326,NH,2040,0.064440507,3883898.89,206.5492031,0.404344606,0.816020953
125,NJ,2014,0.086380309,19397669.98,988.6917545,1.873614112,3.774957713
120,NJ,2016,0.084617445,19397669.98,988.6917545,1.873614112,3.774957713
208,NJ,2018,0.083762723,19397669.98,988.6917545,1.873614112,3.774957713
654,NJ,2020,0.083762723,19397669.98,988.6917545,1.873614112,3.774957713
607,NJ,2022,0.082925096,19397669.98,988.6917545,1.873614112,3.774957713
679,NJ,2024,0.082104056,19397669.98,988.6917545,1.873614112,3.774957713
685,NJ,2026,0.082104056,19397669.98,988.6917545,1.873614112,3.774957713
480,NJ,2028,0.082104056,19397669.98,988.6917545,1.873614112,3.774957713
458,NJ,2030,0.082164471,19428098.82,989.4192661,1.87725167,3.784035414
612,NJ,2032,0.081499651,19488086.9,991.1305201,1.884388833,3.801486745
309,NJ,2034,0.082527434,19573744.24,993.7900438,1.894667069,3.826518569
285,NJ,2036,0.082900286,19731403.32,998.2799035,1.914267857,3.872148351
531,NJ,2038,0.082532466,19927873.31,1003.690755,1.939379071,3.929874472
338,NJ,2040,0.083097193,20167096.3,1010.558487,1.970478795,4.001189827
446,NM,2014,0.053619507,3143213.026,202.0688961,0.383141639,0.772627778
449,NM,2016,0.05171492,3155143.394,202.6097937,0.384493883,0.776390906
561,NM,2018,0.050006142,3171947.552,203.3785383,0.386443536,0.78179428
280,NM,2020,0.049027092,3208163.542,204.8846551,0.390850076,0.796134469
304,NM,2022,0.047792705,3255196.504,206.8592196,0.396702811,0.813218012
261,NM,2024,0.047129383,3313027.619,209.2637456,0.404093153,0.834432211
258,NM,2026,0.046671336,3392437.964,212.4542096,0.41456454,0.863124987
99,NM,2028,0.046894617,3514550.981,216.9701352,0.431315552,0.905016024
140,NM,2030,0.04937889,3897552.831,233.9916284,0.483361839,1.066038724
301,NM,2032,0.054146397,4527934.446,262.6444269,0.570706097,1.332755676
596,NM,2034,0.061973305,5482325.684,307.5470549,0.705222925,1.753095558
626,NM,2036,0.07356491,6867025.804,373.3059347,0.904738004,2.37536445
249,NM,2038,0.088619202,8656472.783,459.6189343,1.16805431,3.198031568
79,NM,2040,0.104512664,10667243.83,557.6481087,1.470561382,4.138505749
316,NV,2014,2.852655845,98978574.53,6531.73585,12.37792508,24.93904345
311,NV,2016,2.743983241,98978574.53,6531.73585,12.37792508,24.93904345
6,NV,2018,2.643286609,98978574.53,6531.73585,12.37792508,24.93904345
503,NV,2020,2.572484289,98978574.53,6531.73585,12.37792508,24.93904345
464,NV,2022,2.483777934,98978574.53,6531.73585,12.37792508,24.93904345
475,NV,2024,2.421161683,98978574.53,6531.73585,12.37792508,24.93904345
485,NV,2026,2.361624921,98978574.53,6531.73585,12.37792508,24.93904345
681,NV,2028,2.323534196,98978574.53,6531.73585,12.37792508,24.93904345
604,NV,2030,2.268647562,98978574.53,6531.73585,12.37792508,24.93904345
467,NV,2032,2.216294156,98978574.53,6531.73585,12.37792508,24.93904345
151,NV,2034,2.166302559,98978574.53,6531.73585,12.37792508,24.93904345
166,NV,2036,2.118516473,98978574.53,6531.73585,12.37792508,24.93904345
351,NV,2038,2.072793096,98978574.53,6531.73585,12.37792508,24.93904345
541,NV,2040,2.014812869,98978574.53,6531.73585,12.37792508,24.93904345
50,NY,2014,0.092350417,42457062.96,1944.896683,4.141917712,8.345135805
45,NY,2016,0.090465714,42457062.96,1944.896683,4.141917712,8.345135805
279,NY,2018,0.089551919,42457062.96,1944.896683,4.141917712,8.345135805
569,NY,2020,0.089551919,42457062.96,1944.896683,4.141917712,8.345135805
514,NY,2022,0.0886564,42457062.96,1944.896683,4.141917712,8.345135805
581,NY,2024,0.087778614,42457062.96,1944.896683,4.141917712,8.345135805
584,NY,2026,0.087778614,42457062.96,1944.896683,4.141917712,8.345135805
377,NY,2028,0.087778614,42457062.96,1944.896683,4.141917712,8.345135805
375,NY,2030,0.08907161,43530523.46,1973.545384,4.260749345,8.613201303
517,NY,2032,0.089659889,44703752.12,2006.248891,4.393241166,8.918419347
230,NY,2034,0.092039826,45887222.01,2039.311667,4.530392223,9.238521563
216,NY,2036,0.094062343,47446180.37,2084.124249,4.71403991,9.653545742
619,NY,2038,0.095998707,49520473.19,2148.087652,4.960760015,10.19738071
439,NY,2040,0.099846137,52209861.28,2234.178562,5.28732922,10.9167805
314,OH,2014,0.219977005,71847514.74,4994.296239,9.464409783,19.06889283
317,OH,2016,0.215621025,71847514.74,4994.296239,9.464409783,19.06889283
5,OH,2018,0.211434209,71847514.74,4994.296239,9.464409783,19.06889283
501,OH,2020,0.209401188,71847514.74,4994.296239,9.464409783,19.06889283
465,OH,2022,0.207406891,71847514.74,4994.296239,9.464409783,19.06889283
486,OH,2024,0.205450222,71847514.74,4994.296239,9.464409783,19.06889283
474,OH,2026,0.205450222,71847514.74,4994.296239,9.464409783,19.06889283
683,OH,2028,0.205450222,71847514.74,4994.296239,9.464409783,19.06889283
600,OH,2030,0.203660661,72010273.33,4997.499355,9.490147722,19.12754222
462,OH,2032,0.203829549,72204349.02,5001.643575,9.521248051,19.19863128
139,OH,2034,0.204060328,72444289.13,5007.306514,9.56022743,19.28767162
161,OH,2036,0.202497393,72768696.16,5015.393484,9.614010987,19.4095116
353,OH,2038,0.201027586,73176642.2,5025.091505,9.683349741,19.56503559
539,OH,2040,0.199743334,73740461.11,5038.796269,9.781418173,19.78073237
673,OK,2014,0.080129851,9431899.726,636.383383,1.205974341,2.429797102
669,OK,2016,0.077859042,9438175.34,636.5355673,1.206791428,2.432049136
340,OK,2018,0.075800706,9475273.142,637.4136035,1.2117374,2.445201078
173,OK,2020,0.075135993,9684917.42,643.5244281,1.239668101,2.529535877
93,OK,2022,0.074535082,9900861.855,649.9846203,1.268995918,2.619449603
135,OK,2024,0.074245809,10190244.14,659.0238269,1.308940089,2.739619534
136,OK,2026,0.074408521,10600826.88,672.0552575,1.366816046,2.913326873
300,OK,2028,0.07511247,11161538.83,690.1100884,1.447541875,3.153225993
266,OK,2030,0.080484923,12942072.88,745.7372158,1.71114464,4.041878387
98,OK,2032,0.086670824,15173452.3,816.5496916,2.048608469,5.10644199
472,OK,2034,0.094572294,17942016.73,905.7187462,2.476350112,6.435752097
510,OK,2036,0.104641354,21405513.19,1018.445244,3.02328978,8.109634682
32,OK,2038,0.114987321,24988946.59,1137.045905,3.601204469,9.858395543
207,OK,2040,0.127260993,29485208.91,1288.139756,4.342189506,12.05998841
548,OR,2014,0.115866535,10735062.16,717.9968732,1.360635474,2.741408353
544,OR,2016,0.113594643,10735062.16,717.9968732,1.360635474,2.741408353
492,OR,2018,0.110349081,10735062.16,717.9968732,1.360635474,2.741408353
35,OR,2020,0.108286482,10735062.16,717.9968732,1.360635474,2.741408353
67,OR,2022,0.106299574,10735062.16,717.9968732,1.360635474,2.741408353
8,OR,2024,0.104384266,10735062.16,717.9968732,1.360635474,2.741408353
11,OR,2026,0.101637312,10735062.16,717.9968732,1.360635474,2.741408353
194,OR,2028,0.100753509,10735062.16,717.9968732,1.360635474,2.741408353
221,OR,2030,0.099031227,10735062.16,717.9968732,1.360635474,2.741408353
69,OR,2032,0.098191979,10735062.16,717.9968732,1.360635474,2.741408353
329,OR,2034,0.096555446,10735062.16,717.9968732,1.360635474,2.741408353
364,OR,2036,0.09497257,10735062.16,717.9968732,1.360635474,2.741408353
170,OR,2038,0.092693228,10735062.16,717.9968732,1.360635474,2.741408353
325,OR,2040,0.091233492,10735062.16,717.9968732,1.360635474,2.741408353
641,PA,2014,0.052209308,22174939.7,1260.634519,2.409540575,4.854742351
640,PA,2016,0.051143812,22174939.7,1260.634519,2.409540575,4.854742351
379,PA,2018,0.050627208,22174939.7,1260.634519,2.409540575,4.854742351
109,PA,2020,0.050627208,22174939.7,1260.634519,2.409540575,4.854742351
159,PA,2022,0.050120936,22174939.7,1260.634519,2.409540575,4.854742351
81,PA,2024,0.049624689,22174939.7,1260.634519,2.409540575,4.854742351
84,PA,2026,0.049624689,22174939.7,1260.634519,2.409540575,4.854742351
275,PA,2028,0.049624689,22174939.7,1260.634519,2.409540575,4.854742351
289,PA,2030,0.049769241,22293819.56,1264.306624,2.423649233,4.89610216
162,PA,2032,0.049464535,22445002.04,1269.007315,2.442004701,4.949794903
430,PA,2034,0.050164866,22614037.13,1274.356838,2.46295638,5.011057605
466,PA,2036,0.050429221,22821326.77,1281.072351,2.489158398,5.087710967
72,PA,2038,0.050246236,23060338.17,1289.061771,2.519911643,5.177624398
236,PA,2040,0.05067031,23411014.9,1299.941339,2.566431984,5.307514574
220,RI,2014,0.228278407,5992232.221,329.376984,0.624183789,1.257605498
222,RI,2016,0.223712839,5992232.221,329.376984,0.624183789,1.257605498
94,RI,2018,0.22149786,5992232.221,329.376984,0.624183789,1.257605498
381,RI,2020,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
342,RI,2022,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
405,RI,2024,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
403,RI,2026,0.215108499,5992232.221,329.376984,0.624183789,1.257605498
564,RI,2028,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
545,RI,2030,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
337,RI,2032,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
77,RI,2034,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
57,RI,2036,0.217196931,5992232.221,329.376984,0.624183789,1.257605498
425,RI,2038,0.215108499,5992232.221,329.376984,0.624183789,1.257605498
610,RI,2040,0.213239496,5998089.529,329.6547102,0.624878105,1.259416932
128,SC,2014,0.001661138,208770.2274,16.20738692,0.030713707,0.061881977
131,SC,2016,0.001627579,208770.2274,16.20738692,0.030713707,0.061881977
201,SC,2018,0.001579709,208770.2274,16.20738692,0.030713707,0.061881977
657,SC,2020,0.001534575,208770.2274,16.20738692,0.030713707,0.061881977
603,SC,2022,0.001491948,208770.2274,16.20738692,0.030713707,0.061881977
678,SC,2024,0.001464821,208770.2274,16.20738692,0.030713707,0.061881977
674,SC,2026,0.001425932,208770.2274,16.20738692,0.030713707,0.061881977
471,SC,2028,0.001389055,208770.2274,16.20738692,0.030713707,0.061881977
463,SC,2030,0.001365511,208770.2274,16.20738692,0.030713707,0.061881977
598,SC,2032,0.001331656,208770.2274,16.20738692,0.030713707,0.061881977
299,SC,2034,0.001310003,208770.2274,16.20738692,0.030713707,0.061881977
287,SC,2036,0.001278812,208770.2274,16.20738692,0.030713707,0.061881977
537,SC,2038,0.001249072,208770.2274,16.20738692,0.030713707,0.061881977
347,SC,2040,0.001220684,208770.2274,16.20738692,0.030713707,0.061881977
296,SD,2014,0.258277412,7864399.042,483.3113789,0.915896199,1.845347662
292,SD,2016,0.253006444,7864399.042,483.3113789,0.915896199,1.845347662
15,SD,2018,0.247946316,7864399.042,483.3113789,0.915896199,1.845347662
483,SD,2020,0.243084623,7864399.042,483.3113789,0.915896199,1.845347662
427,SD,2022,0.238409919,7864399.042,483.3113789,0.915896199,1.845347662
496,SD,2024,0.236139348,7864399.042,483.3113789,0.915896199,1.845347662
504,SD,2026,0.233911618,7864399.042,483.3113789,0.915896199,1.845347662
651,SD,2028,0.231725529,7864399.042,483.3113789,0.915896199,1.845347662
629,SD,2030,0.229632785,7868058.987,483.4226673,0.916431461,1.847325861
434,SD,2032,0.227599342,7873082.412,483.5783635,0.917179759,1.850026049
165,SD,2034,0.225615699,7878778.869,483.7615673,0.918042201,1.853099078
149,SD,2036,0.221718155,7887018.979,484.0482346,0.919303836,1.857619093
332,SD,2038,0.219924762,7897255.771,484.4198558,0.92089539,1.863355429
526,SD,2040,0.214511749,7914964.514,485.0409806,0.923725263,1.873638646
295,TN,2014,0.005523386,1028547.633,77.72994234,0.14730164,0.296783344
293,TN,2016,0.005360934,1028547.633,77.72994234,0.14730164,0.296783344
14,TN,2018,0.005207764,1028547.633,77.72994234,0.14730164,0.296783344
482,TN,2020,0.005063104,1028547.633,77.72994234,0.14730164,0.296783344
429,TN,2022,0.004971048,1028547.633,77.72994234,0.14730164,0.296783344
495,TN,2024,0.004839073,1028547.633,77.72994234,0.14730164,0.296783344
506,TN,2026,0.004796625,1028547.633,77.72994234,0.14730164,0.296783344
650,TN,2028,0.004754915,1028547.633,77.72994234,0.14730164,0.296783344
628,TN,2030,0.004673634,1028547.633,77.72994234,0.14730164,0.296783344
436,TN,2032,0.004634027,1028547.633,77.72994234,0.14730164,0.296783344
164,TN,2034,0.004556794,1028547.633,77.72994234,0.14730164,0.296783344
148,TN,2036,0.004519134,1028547.633,77.72994234,0.14730164,0.296783344
333,TN,2038,0.004445652,1028547.633,77.72994234,0.14730164,0.296783344
527,TN,2040,0.004374522,1028547.633,77.72994234,0.14730164,0.296783344
42,TX,2014,0.131080041,62455785.66,4381.818959,8.304351003,16.73292607
37,TX,2016,0.127344217,62468170.06,4382.139652,8.305954469,16.7383023
281,TX,2018,0.123827015,62493133.45,4382.852439,8.309219304,16.74898633
562,TX,2020,0.121743478,62692908.84,4388.903976,8.336443926,16.83703426
521,TX,2022,0.119759194,62933884.56,4395.867334,8.370334368,16.94140048
587,TX,2024,0.117993336,63379757.49,4408.390123,8.435071839,17.13195812
593,TX,2026,0.116425564,63961218.36,4426.128604,8.520510879,17.3803337
384,TX,2028,0.115267551,64987728.73,4457.65815,8.674937447,17.81521089
367,TX,2030,0.118156599,69319474.22,4608.107807,9.331665711,19.83169547
525,TX,2032,0.121344677,75148847.55,4811.979723,10.23466057,22.56779852
239,TX,2034,0.125742495,82318328.76,5068.796702,11.36536643,25.98989494
212,TX,2036,0.132095476,91766349.4,5411.474868,12.8854602,30.55606232
616,TX,2038,0.139406796,102437124.7,5802.369135,14.63843816,35.79968149
433,TX,2040,0.146762723,114490183.1,6252.832582,16.65871091,41.82218033
184,UT,2014,0.058931828,2733290.572,186.0069993,0.352491398,0.710199669
181,UT,2016,0.056686806,2733290.572,186.0069993,0.352491398,0.710199669
167,UT,2018,0.054606556,2733290.572,186.0069993,0.352491398,0.710199669
349,UT,2020,0.05314388,2733290.572,186.0069993,0.352491398,0.710199669
376,UT,2022,0.051311333,2733290.572,186.0069993,0.352491398,0.710199669
365,UT,2024,0.05001777,2733290.572,186.0069993,0.352491398,0.710199669
366,UT,2026,0.048787824,2733290.572,186.0069993,0.352491398,0.710199669
515,UT,2028,0.048000924,2733290.572,186.0069993,0.352491398,0.710199669
595,UT,2030,0.046867044,2733290.572,186.0069993,0.352491398,0.710199669
378,UT,2032,0.045785497,2733290.572,186.0069993,0.352491398,0.710199669
16,UT,2034,0.044752741,2733290.572,186.0069993,0.352491398,0.710199669
7,UT,2036,0.043765548,2733290.572,186.0069993,0.352491398,0.710199669
493,UT,2038,0.042820968,2733290.572,186.0069993,0.352491398,0.710199669
658,UT,2040,0.041623179,2733290.572,186.0069993,0.352491398,0.710199669
61,VA,2014,0.035313555,7197261.433,516.1481153,0.978083489,1.970642614
53,VA,2016,0.03460015,7197261.433,516.1481153,0.978083489,1.970642614
271,VA,2018,0.033582499,7197261.433,516.1481153,0.978083489,1.970642614
560,VA,2020,0.032622999,7197261.433,516.1481153,0.978083489,1.970642614
530,VA,2022,0.031716982,7197364.262,516.1510024,0.978097925,1.970686933
570,VA,2024,0.031140796,7197646.052,516.1590755,0.97813829,1.970810861
574,VA,2026,0.030314835,7198103.492,516.1724482,0.978205154,1.971016143
392,VA,2028,0.029531937,7198751.916,516.1917911,0.978301868,1.97131307
362,VA,2030,0.029036187,7200320.68,516.2769855,0.978514854,1.971750753
534,VA,2032,0.028322738,7202444.228,516.3946905,0.978809116,1.972686295
246,VA,2034,0.027870509,7205164.652,516.5485933,0.979193873,1.973898105
223,VA,2036,0.027217338,7208587.924,516.7462844,0.979688101,1.97543161
606,VA,2038,0.0265984,7213887.164,517.0188723,0.980482474,1.977689171
423,VA,2040,0.026021392,7226778.288,517.5658696,0.982498647,1.98267385
269,VT,2014,0.578804496,17545444.46,968.4287213,1.835214778,3.697590735
273,VT,2016,0.567228406,17545444.46,968.4287213,1.835214778,3.697590735
54,VT,2018,0.561612283,17545444.46,968.4287213,1.835214778,3.697590735
452,VT,2020,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
511,VT,2022,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
440,VT,2024,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
438,VT,2026,0.545411929,17545444.46,968.4287213,1.835214778,3.697590735
632,VT,2028,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
647,VT,2030,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
508,VT,2032,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
85,VT,2034,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
97,VT,2036,0.55070719,17545444.46,968.4287213,1.835214778,3.697590735
414,VT,2038,0.545411929,17545444.46,968.4287213,1.835214778,3.697590735
583,VT,2040,0.540217529,17545444.46,968.4287213,1.835214778,3.697590735
576,WA,2014,0.091705269,17624673.17,1214.393808,2.301329374,4.636718423
572,WA,2016,0.089907127,17624673.17,1214.393808,2.301329374,4.636718423
441,WA,2018,0.087338352,17624673.17,1214.393808,2.301329374,4.636718423
78,WA,2020,0.085705859,17624673.17,1214.393808,2.301329374,4.636718423
20,WA,2022,0.084133274,17624673.17,1214.393808,2.301329374,4.636718423
59,WA,2024,0.08261736,17624673.17,1214.393808,2.301329374,4.636718423
60,WA,2026,0.080443219,17624673.17,1214.393808,2.301329374,4.636718423
233,WA,2028,0.079743712,17624673.17,1214.393808,2.301329374,4.636718423
188,WA,2030,0.078380572,17624673.17,1214.393808,2.301329374,4.636718423
23,WA,2032,0.07771633,17624673.17,1214.393808,2.301329374,4.636718423
388,WA,2034,0.076421058,17624673.17,1214.393808,2.301329374,4.636718423
406,WA,2036,0.075168253,17624673.17,1214.393808,2.301329374,4.636718423
111,WA,2038,0.073364215,17624673.17,1214.393808,2.301329374,4.636718423
277,WA,2040,0.072208873,17624673.17,1214.393808,2.301329374,4.636718423
172,WI,2014,0.350574982,72785277.88,4558.428723,8.638421778,17.4046922
171,WI,2016,0.343632903,72785277.88,4558.428723,8.638421778,17.4046922
178,WI,2018,0.336960419,72785277.88,4558.428723,8.638421778,17.4046922
671,WI,2020,0.333720415,72785277.88,4558.428723,8.638421778,17.4046922
635,WI,2022,0.330542125,72785277.88,4558.428723,8.638421778,17.4046922
642,WI,2024,0.327423804,72785277.88,4558.428723,8.638421778,17.4046922
646,WI,2026,0.327423804,72785277.88,4558.428723,8.638421778,17.4046922
512,WI,2028,0.327423804,72785277.88,4558.428723,8.638421778,17.4046922
422,WI,2030,0.32512084,73206636.64,4569.0682,8.700169581,17.57171091
639,WI,2032,0.326018745,73675394.21,4581.686852,8.769966814,17.75677386
291,WI,2034,0.32703104,74164345.96,4595.913091,8.843890258,17.95121645
321,WI,2036,0.32541271,74815088.1,4615.909878,8.944016703,18.21107695
546,WI,2038,0.323905423,75469296.1,4637.071275,9.046353873,18.47577931
360,WI,2040,0.323025084,76317940.23,4666.894541,9.180564865,18.81922686
661,WV,2014,0.014731814,882652.0793,66.68466689,0.12637036,0.254611001
666,WV,2016,0.014434202,882652.0793,66.68466689,0.12637036,0.254611001
345,WV,2018,0.014009667,882652.0793,66.68466689,0.12637036,0.254611001
157,WV,2020,0.013609391,882652.0793,66.68466689,0.12637036,0.254611001
107,WV,2022,0.013231352,882652.0793,66.68466689,0.12637036,0.254611001
146,WV,2024,0.012990782,882652.0793,66.68466689,0.12637036,0.254611001
143,WV,2026,0.012645894,882652.0793,66.68466689,0.12637036,0.254611001
307,WV,2028,0.012318845,882652.0793,66.68466689,0.12637036,0.254611001
256,WV,2030,0.012110051,882652.0793,66.68466689,0.12637036,0.254611001
103,WV,2032,0.011809802,882652.0793,66.68466689,0.12637036,0.254611001
477,WV,2034,0.011617772,882652.0793,66.68466689,0.12637036,0.254611001
499,WV,2036,0.011341159,882652.0793,66.68466689,0.12637036,0.254611001
30,WV,2038,0.011077411,882652.0793,66.68466689,0.12637036,0.254611001
203,WV,2040,0.010825652,882652.0793,66.68466689,0.12637036,0.254611001
618,WY,2014,1.030804115,21489328.98,1386.014628,2.626558333,5.291989729
614,WY,2016,0.991535387,21489328.98,1386.014628,2.626558333,5.291989729
408,WY,2018,0.955148767,21489328.98,1386.014628,2.626558333,5.291989729
83,WY,2020,0.929564425,21489328.98,1386.014628,2.626558333,5.291989729
142,WY,2022,0.89751048,21489328.98,1386.014628,2.626558333,5.291989729
101,WY,2024,0.874884165,21489328.98,1386.014628,2.626558333,5.291989729
106,WY,2026,0.85337062,21489328.98,1386.014628,2.626558333,5.291989729
264,WY,2028,0.839606578,21489328.98,1386.014628,2.626558333,5.291989729
303,WY,2030,0.819773352,21489328.98,1386.014628,2.626558333,5.291989729
152,WY,2032,0.800885563,21491057.5,1386.066649,2.626818437,5.292906699
468,WY,2034,0.782885475,21494805.1,1386.181737,2.627393879,5.294935358
435,WY,2036,0.765868601,21509469.19,1386.639187,2.629678792,5.302739442
39,WY,2038,0.74979545,21535222.38,1387.483724,2.633749472,5.31645876
214,WY,2040,0.729991445,21601769.45,1389.709749,2.644510758,5.353262153
