"building_type","gtc_btu_per_hftF","baseline_electricity_consumption_kwh","baseline_natural_gas_consumption_mbtu","baseline_site_energy_mbtu","baseline_source_energy_mbtu","baseline_carbon_emissions_mt","baseline_energy_cost","baseline_peak_electricity_demand_kw","gshp_electricity_consumption_kwh","gshp_natural_gas_consumption_mbtu","gshp_site_energy_mbtu","gshp_source_energy_mbtu","gshp_carbon_emissions_mt","gshp_energy_cost","gshp_peak_electricity_demand_kw","savings_abs_electricity_consumption_kwh","savings_abs_natural_gas_consumption_mbtu","savings_abs_site_energy_mbtu","savings_abs_source_energy_mbtu","savings_abs_carbon_emissions_mt","savings_abs_energy_cost","savings_abs_peak_electricity_demand_kw","savings_pct_electricity_consumption_kwh","savings_pct_natural_gas_consumption_mbtu","savings_pct_site_energy_mbtu","savings_pct_source_energy_mbtu","savings_pct_carbon_emissions_mt","savings_pct_energy_cost","savings_pct_peak_electricity_demand_kw","total_ghx_length","cooling_capacity_ton","length_per_ton_of_capacity_ft_ton","max_lft_f","min_lft_f","city","climate_zone"
"Small Hotel",0.917,295870,63.41,1073.21431,3545.99995933,237.852965311706,30377.0010833333,128.913,242520,62.18,889.90076,2917.74313668,195.662305069819,25002.4933,117.474,53350,1.23,183.31355,628.25682265,42.1906602418871,5374.50778333333,11.439,,,,,,,,76000,82,926.829268292683,85.5,77.6,"Phoenix","2B"
"Medium Office",0.576,225348000,1,769112.725,2648056.200732,177856.140508612,22649.3519,215.824,240170,0,819.70021,2822.22782303,189.554346335046,24139.0864166667,186.241,225107830,1,768293.02479,2645233.97290897,177666.586162277,-1489.73451666667,29.583,,,,,,,,105300,125,842.4,92.9,80,"Phoenix","2B"
"School",0.576,1681400,465.7,6204.3182,20266.6068626,1358.90085237704,173715.317666667,1205.693,1556800,0,5313.3584,18293.8929712,1228.70552681184,156471.373333333,1060.703,124600,465.7,890.9598,1972.7138914,130.195325565197,17243.9443333333,144.99,,,,,,,,160000,685,233.576642335766,119.2,80.3,"Phoenix","2B"
"Small Hotel",0.576,295870,63.41,1073.21431,3545.99995933,237.852965311706,30377.0010833333,128.913,248760,62.18,911.19788,2991.06912084,200.587229586331,25629.6653,119.495,47110,1.23,162.01643,554.93083849,37.265735725375,4747.33578333334,9.41800000000001,,,,,,,,1e+05,82,1219.51219512195,89.3,80.2,"Phoenix","2B"
"Medium Office",1.46,225348000,1,769112.725,2648056.200732,177856.140508612,22649.3519,215.824,222450,0,759.22185,2614.00082955,175.56882350931,22358.07875,174.824,225125550,1,768353.50315,2645442.19990245,177680.571685103,291.273149999997,41,,,,,,,,97200,125,777.6,83.3,35,"Phoenix","2B"
"School",1.46,1681400,465.7,6204.3182,20266.6068626,1358.90085237704,173715.317666667,1205.693,1577700,0,5384.6901,18539.4880143,1245.20086693926,158571.9975,1054.496,103700,465.7,819.6281,1727.1188483,113.699985437777,15143.3201666667,151.197,,,,,,,,160000,685,233.576642335766,104.3,76.1,"Phoenix","2B"
"Small Hotel",1.46,295870,63.41,1073.21431,3545.99995933,237.852965311706,30377.0010833333,128.913,236560,62.18,869.55928,2847.70742104,190.958370755971,24403.4636333333,115.331,59310,1.23,203.65503,698.29253829,46.894594555735,5973.53745,13.582,,,,,,,,1e+05,82,1219.51219512195,81.4,76,"Phoenix","2B"
"Medium Office",1.243,187641,0.219,640.637733,2205.200845719,148.110775043294,19418.139145,219.007,151279.36,,516.31645568,1777.67755690624,119.397344376001,15653.631776,160.221,36361.64,0.219,124.32127732,427.52328881276,28.7134306672928,3764.507369,58.786,,,,,,,,40800,1626.94,300.93303994001,63.3,54,"Atlanta","3A"
"School",1.243,1177600,1298.1,5317.2488,15255.4545184,1018.21393727583,134135.142,1069.992,1023000,0,3491.499,12021.231057,807.4034904474,105854.925,919.908,154600,1298.1,1825.7498,3234.2234614,210.810446828428,28280.217,150.084,,,,,,,,240000,698,343.839541547278,81.2,61.3,"Atlanta","3A"
"Small Hotel",1.243,243750,132.2,964.11875,3008.65865625,201.422572552401,26483.37525,120.764,184680,112.1,742.41284,2292.58030812,153.426657536676,20186.222,106.029,59070,20.1,221.70591,716.07834813,47.9959150157256,6297.15325,14.735,,,,,,,,21600,80,270,80,61.7,"Atlanta","3A"
"Medium Office",1.068,187641000,219,640418.952,2205200.845719,148110.775043294,19418.139145,219.007,157150,0,536.35295,1846.66320685,124.03075124517,16261.09625,167.079,187483850,219,639882.59905,2203354.18251215,147986.744292048,3157.042895,51.928,,,,,,,,48000,136,352.941176470588,79.9,61.6,"Atlanta","3A"
"School",1.068,1177600,1298.1,5317.2488,15255.4545184,1018.21393727583,134135.142,1069.992,1101900,0,3760.7847,12948.3817221,869.67537255522,114019.1025,998.494,75700.0000000005,1298.1,1556.4641,2307.0727963,148.538564720608,20116.0395,71.4979999999999,,,,,,,,160000,698,229.226361031519,94.5,59.1,"Atlanta","3A"
"Small Hotel",1.068,243750,132.2,964.11875,3008.65865625,201.422572552401,26483.37525,120.764,184760,112.1,742.68588,2293.52038484,153.48979759458,20194.5,105.804,58990,20.1,221.43287,715.13827141,47.9327749578216,6288.87525,14.96,,,,,,,,27000,80,337.5,80.1,62.9,"Atlanta","3A"
"Medium Office",1.448,187641000,219,640418.952,2205200.845719,148110.775043294,19418.139145,219.007,156430,0,533.89559,1838.20251637,123.462490724034,16186.59425,167.508,187484570,219,639885.05641,2203362.64320263,147987.312552569,3231.544895,51.499,,,,,,,,36250,136,266.544117647059,80.3,59,"Atlanta","3A"
"School",1.448,1177600,1298.1,5317.2488,15255.4545184,1018.21393727583,134135.142,1069.992,1064100,0,3631.7733,12504.1954719,839.84169519558,110107.7475,967.344,113500,1298.1,1685.4755,2751.2590465,178.372242080248,24027.3945,102.648,,,,,,,,160000,698,229.226361031519,88.6,58.6,"Atlanta","3A"
"Small Hotel",1.448,243750,132.2,964.11875,3008.65865625,201.422572552401,26483.37525,120.764,184620,112.1,742.20806,2291.87525058,153.379302493248,20180.0135,106.09,59130,20.1,221.91069,716.783405669999,48.0432700591536,6303.36175,14.674,,,,,,,,18600,80,232.5,80.8,61.4,"Atlanta","3A"
"Medium Office",1.117,136347,0,465.352311,1602.208006773,107.611968437959,21079.2462,166.034,153595.19,0,524.22038347,1804.89078028721,121.225114879699,23745.816374,159.733,-17248.19,0,-58.86807247,-202.68277351421,-13.6131464417399,-2666.570174,6.30099999999999,,,,,,,,36480,1345.21,27.1184424736658,98.1,66.5,"San Diego","3B (Coast)"
"School",1.117,943400,476.3,3696.1242,11605.9743206,777.158876544235,150175.619,784.573,850200,0,2901.7326,9990.6653418,671.02096537476,131440.92,724.026,93200.0000000001,476.3,794.3916,1615.3089788,106.137911169475,18734.699,60.547,,,,,,,,2e+05,488,409.83606557377,80.5,67,"San Diego","3B (Coast)"
"Small Hotel",1.117,203590,87.8,782.65267,2488.25534281,166.689226699411,32278.602,101.719,160930,88.5,637.75409,1987.72383187,133.06767203268,25687.765,97.279,42660,-0.700000000000003,144.89858,500.53151094,33.6215546667308,6590.837,4.44,,,,,,,,27000,65,415.384615384615,80.2,66.2,"San Diego","3B (Coast)"
"Medium Office",0.716,136347000,0,465352.311,1602208.006773,107611.968437959,21079.2462,166.034,141150,0,481.74495,1658.64786285,111.40273966437,21821.79,150.19,136205850,0,464870.56605,1600549.35891015,107500.565698294,-742.543799999999,15.844,,,,,,,,45600,112,407.142857142857,80.5,68,"San Diego","3B (Coast)"
"School",0.716,943400,476.3,3696.1242,11605.9743206,777.158876544235,150175.619,784.573,906200,0,3092.8606,10648.7190458,715.21900590756,140098.52,767.465,37200,476.3,603.2636,957.255274799998,61.9398706366748,10077.099,17.1079999999999,,,,,,,,160000,488,327.868852459016,93,68.8,"San Diego","3B (Coast)"
"Small Hotel",0.716,203590,87.8,782.65267,2488.25534281,166.689226699411,32278.602,101.719,162200,88.5,642.0886,2002.6475498,134.070020451906,25884.107,97.293,41390,-0.700000000000003,140.56407,485.60779301,32.6192062475048,6394.495,4.42599999999999,,,,,,,,43200,65,664.615384615385,80.1,67.7,"San Diego","3B (Coast)"
"Medium Office",1.743,136347000,0,465352.311,1602208.006773,107611.968437959,21079.2462,166.034,138420,0,472.42746,1626.56774478,109.248085188396,21399.732,149.233,136208580,0,464879.88354,1600581.43902822,107502.72035277,-320.485800000006,16.801,,,,,,,,27900,112,249.107142857143,80,64.9,"San Diego","3B (Coast)"
"School",1.743,943400,476.3,3696.1242,11605.9743206,777.158876544235,150175.619,784.573,844000,0,2880.572,9917.809396,666.1276108872,130482.4,722.676,99400,476.3,815.5522,1688.1649246,111.031265657035,19693.219,61.8969999999999,,,,,,,,160000,488,327.868852459016,80,65.7,"San Diego","3B (Coast)"
"Small Hotel",1.743,203590,87.8,782.65267,2488.25534281,166.689226699411,32278.602,101.719,159990,88.5,634.54587,1976.67793041,132.325776352308,25542.441,97.311,43600,-0.700000000000003,148.1068,511.5774124,34.3634503471028,6736.161,4.40799999999999,,,,,,,,19000,65,292.307692307692,80.3,65.2,"San Diego","3B (Coast)"
"Medium Office",1.364,208263,0.512,711.313619,2447.849078217,164.40674517621,16776.961115,246.39,158097.57,0,539.58700641,1857.79806306963,124.778621553521,12733.44178375,176.06,50165.43,0.512,171.72661259,590.05101514737,39.628123622689,4043.51933125,70.33,,,,,,,,30240,1503.36,241.379310344828,92.8,59.5,"OKC","3B"
"School",1.364,1129600,2149.6,6004.9248,15621.2464864,1038.57397511412,104071.539666667,1026.729,1006600,0,3435.5258,11828.5153294,794.45977857708,81073.2416666667,874.3,123000,2149.6,2569.399,3792.731157,244.114196537042,22998.298,152.429,,,,,,,,2e+05,601,332.778702163062,79.8,56.8,"OKC","3B"
"Small Hotel",1.364,259080,160.8,1045.04004,3220.03205772,215.478075608981,21846.616,119.32,191660,123.7,777.83558,2387.26920194,159.729087649793,16189.9488333333,111.219,67419.9999999999,37.1,267.20446,832.76285578,55.7489879591876,5656.66716666666,8.101,,,,,,,,19040,79,241.012658227848,80.6,61,"OKC","3B"
"Medium Office",1.058,208263000,512,710802.131,2447849.078217,164406.74517621,16776.961115,246.39,158600,0,541.3018,1863.7020974,125.17516479468,12773.9083333333,170.507,208104400,512,710260.8292,2445985.3761196,164281.570011415,4003.05278166667,75.883,,,,,,,,43200,125,345.6,80.8,57.8,"OKC","3B"
"School",1.058,1129600,2149.6,6004.9248,15621.2464864,1038.57397511412,104071.539666667,1026.729,1064600,0,3633.4798,12510.0709514,840.23632055748,85744.6583333333,926.16,65000,2149.6,2371.445,3111.175535,198.337654556642,18326.8813333333,100.569,,,,,,,,160000,601,266.222961730449,80.8,57.8,"OKC","3B"
"Small Hotel",1.058,259080,160.8,1045.04004,3220.03205772,215.478075608981,21846.616,119.32,191760,123.7,778.17688,2388.44429784,159.808012722173,16523.948,111.101,67319.9999999999,37.1,266.86316,831.58775988,55.6700628868076,5322.668,8.21899999999999,,,,,,,,25500,79,322.784810126582,80.8,57.8,"OKC","3B"
"Medium Office",1.759,208263000,512,710802.131,2447849.078217,164406.74517621,16776.961115,246.39,157000,0,535.841,1844.900563,123.9123636366,12645.0416666667,170.449,208106000,512,710266.29,2446004.177654,164282.832812574,4131.91944833333,75.941,,,,,,,,30240,125,241.92,80.6,54.2,"OKC","3B"
"School",1.759,1129600,2149.6,6004.9248,15621.2464864,1038.57397511412,104071.539666667,1026.729,1014000,0,3460.782,11915.472426,800.3002339332,81669.25,885.614,115600,2149.6,2544.1428,3705.7740604,238.273741180922,22402.2896666667,141.115,,,,,,,,160000,601,266.222961730449,81.5,55.3,"OKC","3B"
"Small Hotel",1.759,259080,160.8,1045.04004,3220.03205772,215.478075608981,21846.616,119.32,191460,123.7,777.15298,2384.91901014,159.571237505033,15420.5075,111.29,67620,37.1,267.88706,835.11304758,55.9068381039476,6426.1085,8.02999999999999,,,,,,,,17100,79,216.455696202532,80.6,54.2,"OKC","3B"
"Medium Office",1.117,119765,0.009,408.766945,1407.363432635,94.5252285514716,18515.75827,164.293,112643.53,0,384.45236789,1323.66950264527,88.903987583887,17414.689738,153.103,7121.47,0.009,24.3145771100001,83.6939299897301,5.62124096758454,1101.068532,11.19,,,,,,,,25080,1341.02,224.42618305469,91.2,61.3,"San Jose","3C"
"School",1.117,827200,1080.3,3903.5336,10900.0808848,726.762586993859,137654.724,905.174,731600,0,2496.9508,8597.0016044,577.41582953208,113105.36,791.81,95600,1080.3,1406.5828,2303.0792804,149.346757461779,24549.364,113.364,,,,,,,,160000,556,287.769784172662,79.9,59.5,"San Jose","3C"
"Small Hotel",1.117,182490,158,780.83837,2316.96850791,154.83783783083,29642.01,96.549,136630,154.7,621.01819,1774.46592817,118.417073930355,22502.667,94.37,45860,3.30000000000001,159.82018,542.50257974,36.4207639004748,7139.343,2.179,,,,,,,,16200,63,257.142857142857,80.4,60.1,"San Jose","3C"
"Medium Office",0.716,119765000,9,408757.954,1407363.432635,94525.2285514716,18515.75827,164.293,109760,0,374.61088,1289.78525984,86.628159444288,16968.896,174.956,119655240,9,408383.34312,1406073.64737516,94438.6003920273,1546.86227,-10.663,,,,,,,,33600,112,300,80.3,60.1,"San Jose","3C"
"School",0.716,827200,1080.3,3903.5336,10900.0808848,726.762586993859,137654.724,905.174,760000,0,2593.88,8930.72884,599.830550088,117496,833.093,67200,1080.3,1309.6536,1969.3520448,126.932036905859,20158.724,72.081,,,,,,,,160000,556,287.769784172662,80.1,61,"San Jose","3C"
"Small Hotel",0.716,182490,158,780.83837,2316.96850791,154.83783783083,29642.01,96.549,137320,154.7,623.37316,1782.57408988,118.961656929777,21229.672,94.314,45170,3.30000000000001,157.46521,534.39441803,35.8761809010528,8412.338,2.23500000000001,,,,,,,,23250,63,369.047619047619,80.1,61,"San Jose","3C"
